drug	drug_name	indication	indication_name
DB00034	Interferon Alfa-2a	C0040028	Thrombocythemia, Essential
DB00105		C0006118	Brain Neoplasms
DB00105		C2239176	hepatocellular carcinoma (HCC)
DB00105		C0007134	renal cell carcinoma (RCC)
DB00105		C0009404	Colorectal Neoplasms
DB00105		C0018916	Hemangioma
DB00105		C0524909	Hepatitis B, Chronic
DB00105		C0524910	Hepatitis C, Chronic
DB00105		C1540912	hypereosinophilic syndrome (HES)
DB00105		C0023443	hairy cell leukemia
DB00105		C0023473	chronic myeloid leukemia (CML)
DB00105		C0024305	non-Hodgkin lymphoma (NHL)
DB00105		C0024437	macular degeneration
DB00105		C0024586	Malignant Carcinoid Syndrome
DB00105		C0025202	melanoma
DB00105		C0026764	multiple myeloma
DB00105		C0026948	Mycosis Fungoides
DB00105		C0032463	polycythemia vera
DB00105		C0036220	Kaposi sarcoma
DB00105		C0036920	Sezary Syndrome
DB00105		C0037286	Skin Neoplasms
DB00105		C0037299	skin ulcer
DB00105		C0040028	Thrombocythemia, Essential
DB00105		C0040136	Thyroid Neoplasm
DB00105		C0023470	Myeloid Leukemia
DB00069		C0276535	Aids With Kaposi'S Sarcoma
DB00069		C0023443	hairy cell leukemia
DB00069		C0025202	melanoma
DB00069		C0006118	Brain Neoplasms
DB00069		C2239176	hepatocellular carcinoma (HCC)
DB00069		C0007134	renal cell carcinoma (RCC)
DB00069		C0009404	Colorectal Neoplasms
DB00069		C0018916	Hemangioma
DB00069		C0524910	Hepatitis C, Chronic
DB00069		C1540912	hypereosinophilic syndrome (HES)
DB00069		C0024437	macular degeneration
DB00069		C0026764	multiple myeloma
DB00069		C0026948	Mycosis Fungoides
DB00069		C0036220	Kaposi sarcoma
DB00069		C0036920	Sezary Syndrome
DB00069		C0037286	Skin Neoplasms
DB00069		C0037299	skin ulcer
DB00069		C0040028	Thrombocythemia, Essential
DB00033		C0018203	Granulomatous Disease, Chronic
DB00033		C0006118	Brain Neoplasms
DB00033		C2239176	hepatocellular carcinoma (HCC)
DB00033		C0007134	renal cell carcinoma (RCC)
DB00033		C0009404	Colorectal Neoplasms
DB00033		C0018916	Hemangioma
DB00033		C0524910	Hepatitis C, Chronic
DB00033		C1540912	hypereosinophilic syndrome (HES)
DB00033		C0023443	hairy cell leukemia
DB00033		C0024437	macular degeneration
DB00033		C0025202	melanoma
DB00033		C0026764	multiple myeloma
DB00033		C0026948	Mycosis Fungoides
DB00033		C0036220	Kaposi sarcoma
DB00033		C0036920	Sezary Syndrome
DB00033		C0037286	Skin Neoplasms
DB00033		C0037299	skin ulcer
DB00033		C0040028	Thrombocythemia, Essential
DB00044	Lutropin alfa	C0021361	Female Infertility
DB00170	menadione	C0019080	hemorrhage
DB00170	menadione	C0042880	vitamin K deficiency
DB00170	menadione	C0037299	skin ulcer
DB00170	menadione	C0009324	ulcerative colitis
DB00170	menadione	C0011991	diarrhea
DB00170	menadione	C0018681	headache
DB00170	menadione	C0042345	varicose veins
DB00170	menadione	C0003873	rheumatoid arthritis
DB00025		C0019080	hemorrhage
DB06688	sipuleucel-T	C0376358	Malignant Neoplasm Of Prostate
DB00513	6-Aminocaproic Acid	C0019080	hemorrhage
DB00142	L-Glutamic Acid	C0041582	Ulcer
DB00123	L-Lysine	C0029456	osteoporosis
DB00161	L-Valine	C0019151	hepatic encephalopathy (HE)
DB00161	L-Valine	C0031485	Phenylketonurias
DB00138	L-Cystine	C0029408	osteoarthritis
DB00138	L-Cystine	C0003873	rheumatoid arthritis
DB00125	L-Arginine	C0162429	Malnutrition
DB00117	L-Histidine	C0003873	rheumatoid arthritis
DB00129	L-Ornithine	C0162429	Malnutrition
DB00174	L-Asparagine	C0162429	Malnutrition
DB00155	L-Citrulline	C0162429	Malnutrition
DB00167	L-Isoleucine	C0019151	hepatic encephalopathy (HE)
DB00120	L-Phenylalanine	C0042900	vitiligo
DB00141	N-Acetyl-D-glucosamine	C0029408	osteoarthritis
DB00118	ademetionine	C0029408	osteoarthritis
DB00118	ademetionine	C1263846	attention-deficit/hyperactivity disorder (ADHD)
DB00075	Muromonab-CD3	C0018133	Graft-Vs-Host Disease
DB00403	Ceruletide	C0030446	paralytic ileus
DB01404	GINSENG	C0242350	erectile dysfunction
DB06271	Sulodexide	C0011881	diabetic nephropathy
DB06271	Sulodexide	C0011882	Diabetic Neuropathies
DB06271	Sulodexide	C0040053	thrombosis
DB00070	hyaluronidase (ovine)	C0042909	Vitreous Hemorrhage
DB00024		C0040136	Thyroid Neoplasm
DB00024		C0020676	hypothyroidism
DB01401	Trisalicylate-choline	C0003864	Arthritis
DB11660		C0017601	glaucoma
DB12095	telotristat ethyl	C0024586	Malignant Carcinoid Syndrome
DB11817	baricitinib	C0003873	rheumatoid arthritis
DB11827	ertugliflozin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB11827	ertugliflozin	C0020456	hyperglycemia
DB11827	ertugliflozin	C0011849	diabetes mellitus
DB11834	guselkumab	C0033860	psoriasis
DB09280	lumacaftor	C0010674	cystic fibrosis
DB11767	sarilumab	C0038013	ankylosing spondylitis
DB11767	sarilumab	C0003873	rheumatoid arthritis
DB13928		C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB13928		C0020456	hyperglycemia
DB12865	velcalcetide	C0020503	Hyperparathyroidism, Secondary
DB00154	gamma-Homolinolenic acid	C0162429	Malnutrition
DB11081	Aluminium chloride	C0702166	Acne
DB08835	Spaglumic acid	C0847614	Allergy; Nasal
DB11235	thonzylamine	C0847614	Allergy; Nasal
DB09091	Tixocortol	C0014356	Enterocolitis
DB03128	acetylcholine	C0017601	glaucoma
DB03128	acetylcholine	C0013144	drowsiness
DB03128	acetylcholine	C0015672	fatigue
DB03128	acetylcholine	C0018681	headache
DB00298	dapiprazole	C0017601	glaucoma
DB00298	dapiprazole	C0026961	Mydriasis
DB06153	pizotifen	C0149931	Migraine Disorders
DB11274		C0030567	Parkinson's Disease
DB05099	Ancrod	C0040053	thrombosis
DB06754	Danaparoid	C0040053	thrombosis
DB00055		C0040053	thrombosis
DB09418	Potassium perchlorate	C0020550	hyperthyroidism
DB06689	Monoethanolamine oleate	C0042345	varicose veins
DB11166	ANTITHROMBIN ALFA	C0040053	thrombosis
DB11995	avatrombopag	C0019080	hemorrhage
DB11995	avatrombopag	C0040034	thrombocytopenia
DB11748	benfotiamine	C0039841	thiamine deficiency
DB11748	benfotiamine	C0024031	lumbago
DB06441	CANGRELOR	C0040053	thrombosis
DB09015	potassium-canrenoate	C0020428	hyperaldosteronism
DB09015	potassium-canrenoate	C0013604	edema
DB11059	CARMELLOSE	C0037299	skin ulcer
DB11136	CHROMIUM	C0028754	obesity
DB09006	clinofibrate	C0020443	hypercholesterolemia
DB09006	clinofibrate	C0020473	hyperlipidemia
DB09006	clinofibrate	C0020557	hypertriglyceridemia
DB05351	dexlansoprazole	C0017168	gastroesophageal reflux disease (GERD)
DB05351	dexlansoprazole	C0030920	Peptic Ulcer
DB11273	DIHYDROERGOCORNINE	C0149931	Migraine Disorders
DB13345	DIHYDROERGOCRISTINE	C0149931	Migraine Disorders
DB12159	DUPILUMAB	C0011603	dermatitis
DB09119	eslicarbazepine-acetate	C0014544	epilepsy
DB09119	eslicarbazepine-acetate	C0036572	seizures
DB02530	GAMMA-AMINOBUTYRIC ACID	C0014544	epilepsy
DB00893	IRON DEXTRAN	C0002871	anemia
DB03017		C0702166	Acne
DB03017		C0014356	Enterocolitis
DB01378	MAGNESIUM	C0024473	Magnesium Deficiency
DB13996	MAGNESIUM ACETATE	C0024473	Magnesium Deficiency
DB13999	MOROCTOCOG ALFA	C0019080	hemorrhage
DB12598	NAFAMOSTAT	C0019080	hemorrhage
DB13933	NONACOG BETA PEGOL	C0019080	hemorrhage
DB11632	OPICAPONE	C0030567	Parkinson's Disease
DB08883	perampanel	C0014544	epilepsy
DB08883	perampanel	C0036572	seizures
DB09108	SIMOCTOCOG ALFA	C0019080	hemorrhage
DB02772	SUCROSE	C0162429	Malnutrition
DB05389	TETRACHLORODECAOXIDE	C0037299	skin ulcer
DB11572	THROMBIN ALFA	C0019080	hemorrhage
DB05777	THROMBOMODULIN ALFA	C0040053	thrombosis
DB06217	vernakalant	C0003811	Cardiac Arrhythmia
DB06217	vernakalant	C0004238	atrial fibrillation (AF)
DB04519	octanoic acid	C0014356	Enterocolitis
DB01207	ridogrel	C0040053	thrombosis
DB09304	setiptiline	C0014544	epilepsy
    aceclidine		C0017601	glaucoma
DB06736	aceclofenac	C0003873	rheumatoid arthritis
DB06736	aceclofenac	C0038013	ankylosing spondylitis
DB06736	aceclofenac	C0029408	osteoarthritis
DB06736	aceclofenac	C0024031	lumbago
    acefylline		C0004096	asthma
DB13783	acemetacin	C0029408	osteoarthritis
    ACT-132577		C2973725	pulmonary arterial hypertension (PAH)
    adiphenine		C0037763	spasms
    adrenalone		C0019080	hemorrhage
DB13167	alclofenac	C0003873	rheumatoid arthritis
DB01425	alizapride	C0027497	nausea
    aminopentamide		C0027497	nausea
    ammonium-lactate		C0079584	ichthyosis vulgaris
    amtolmetin-guacil		C0003873	rheumatoid arthritis
    amtolmetin-guacil		C0029408	osteoarthritis
DB12417	anagliptin	C0011849	diabetes mellitus
DB09204	arotinolol	C0040822	tremors
    arsenic-trioxide		C0011991	diarrhea
    azelaic-acid		C0035854	rosacea
DB08961	azosemide	C0013604	edema
DB01483	barbital	C0036572	seizures
    bendazac		C0231528	muscle pain
    bendazac		C0003862	joint pain
DB12867	benperidol	C0036341	schizophrenia
DB12319	benzbromarone	C0018099	gout
    benztropine-mesylate		C0030567	Parkinson's Disease
    bifemelane		C0017601	glaucoma
DB09018	bromopride	C0027497	nausea
DB09018	bromopride	C0042963	vomiting
DB09018	bromopride	C0017168	gastroesophageal reflux disease (GERD)
DB12401	bromperidol	C0036341	schizophrenia
    bucladesine		C0037299	skin ulcer
    budipine		C0030567	Parkinson's Disease
    buflomedil		C1704436	peripheral artery disease (PAD)
DB12230	bunazosin	C0017601	glaucoma
    butorphanol-(+)-tartrate		C0231528	muscle pain
    butorphanol-(+)-tartrate		C0018681	headache
    butorphanol-(+)-tartrate		C0000737	abdominal pain
    camostat-mesilate		C0030305	pancreatitis
DB13919	candesartan	C0018802	congestive heart failure
    caramiphen		C0030567	Parkinson's Disease
    carazolol		C0002962	angina pectoris
    carazolol		C0027051	Myocardial Infarction
DB09010	carmofur	C1527249	colorectal cancer
    chlormadinone-acetate		C0002453	amenorrhea
    chlormadinone-acetate		C0028949	oligomenorrhea
    chlorogenic-acid		C0018681	headache
DB09271	cimetropium	C0022104	irritable bowel syndrome
DB12153	citicoline	C0038454	stroke
DB12153	citicoline	C0002395	Alzheimer's disease
DB12153	citicoline	C0030567	Parkinson's Disease
DB12153	citicoline	C1263846	attention-deficit/hyperactivity disorder (ADHD)
DB12153	citicoline	C0017601	glaucoma
    clebopride		C0027497	nausea
    clobetasone-butyrate		C0013595	eczema
    clobetasone-butyrate		C0033860	psoriasis
    clobetasone-butyrate		C0011603	dermatitis
DB00720	clodronic-acid	C0029456	osteoporosis
DB00720	clodronic-acid	C0020502	hyperparathyroidism
DB00720	clodronic-acid	C0020437	hypercalcemia
DB00720	clodronic-acid	C0026764	multiple myeloma
DB06470	clomethiazole	C0030567	Parkinson's Disease
    clorprenaline		C0004096	asthma
DB12483	copanlisib	C0024301	follicular lymphoma
    cortisone		C0009324	ulcerative colitis
    cortisone		C0003873	rheumatoid arthritis
    cortisone		C0033860	psoriasis
    cortisone		C0013595	eczema
DB04665	coumarin	C0009324	ulcerative colitis
DB04665	coumarin	C0004096	asthma
DB04665	coumarin	C0007570	celiac disease
DB09000	cyamemazine	C0036341	schizophrenia
DB09000	cyamemazine	C0003467	anxiety
    cycloserine-(d)		C0041296	tuberculosis
    cyclosporin-a		C0003873	rheumatoid arthritis
    cyclosporin-a		C0033860	psoriasis
    dabigatran		C0038454	stroke
    dabigatran		C0034065	pulmonary embolism (PE)
    dabigatran		C0149871	deep vein thrombosis (DVT)
	dabigatran-etexilate	C0038454	stroke
dabigatran-etexilate		C0034065	pulmonary embolism (PE)
dabigatran-etexilate		C0149871	deep vein thrombosis (DVT)
DB00944	demecarium	C0017601	glaucoma
    deracoxib		C0029408	osteoarthritis
    desmopressin-acetate		C0687720	central diabetes insipidus
    desoxycorticosterone-pivalate		C0001403	Addison's disease
    dexamethasone-sodium-phosphate		C0020437	hypercalcemia
    dexamethasone-sodium-phosphate		C0003873	rheumatoid arthritis
    dexamethasone-sodium-phosphate		C0003872	psoriatic arthritis
    dexamethasone-sodium-phosphate		C0029408	osteoarthritis
    dexamethasone-sodium-phosphate		C0009324	ulcerative colitis
    dexamethasone-sodium-phosphate		C0002871	anemia
    dexamethasone-sodium-phosphate		C0026769	multiple sclerosis
    dexamethasone-sodium-phosphate		C0014335	enteritis
    dexamethasone-sodium-phosphate		C0027726	nephrotic syndrome
    dexamethasone-sodium-phosphate		C0033860	psoriasis
DB11994	diacerein	C0029408	osteoarthritis
DB09123	dienogest	C0014175	endometriosis
DB02901	dihydrotestosterone	C0039621	tetany
DB02901	dihydrotestosterone	C0020626	hypoparathyroidism
DB08995	diosmin	C0013604	edema
DB08995	diosmin	C0149871	deep vein thrombosis (DVT)
	diphemanil	C0037763	spasms
DB12947	doxifluridine	C1527249	colorectal cancer
DB00450	droperidol	C0027497	nausea
DB00450	droperidol	C0042963	vomiting
DB09215	droxicam	C0003873	rheumatoid arthritis
DB09215	droxicam	C0029408	osteoarthritis
DB11742	ebastine	C0042109	urticaria
DB12243	edaravone	C0038454	stroke
DB01010	edrophonium	C0026896	myasthenia gravis
	epalrestat	C0011881	diabetic nephropathy
DB08992	eperisone	C0002736	amyotrophic lateral sclerosis (ALS)
DB08992	eperisone	C0037763	spasms
	ephedrine-(racemic)	C0020649	hypotension
	ephedrine-(racemic)	C0004096	asthma
	ephedrine-(racemic)	C0027404	narcolepsy
	ephedrine-(racemic)	C0028754	obesity
	estropipate	C0029456	osteoporosis
	ethanolamine-oleate	C0014867	esophageal varices
DB00311	ethoxzolamide	C0017601	glaucoma
DB08986	etifoxine	C0003467	anxiety
DB08985	etilefrine	C0018681	headache
DB08985	etilefrine	C0015967	fever
	etofylline	C0004096	asthma
DB03852	eucalyptol	C0017574	gingivitis
	falecalcitriol	C0020502	hyperparathyroidism
DB07477	felbinac	C0003873	rheumatoid arthritis
DB07477	felbinac	C0231528	muscle pain
	fenigam	C0003467	anxiety
DB13217	fentiazac	C0231528	muscle pain
DB13217	fentiazac	C0003862	joint pain
DB09217	firocoxib	C0029408	osteoarthritis
DB04576	fleroxacin	C0014335	enteritis
DB04576	fleroxacin	C0011991	diarrhea
	flopropione	C0037763	spasms
	fludarabine-phosphate	C0023434	chronic lymphocytic leukemia (CLL)
	fludrocortisone-acetate	C0001403	Addison's disease
	fludrocortisone-acetate	C0302280	adrenogenital syndrome
DB04841	flunarizine	C0042571	vertigo
DB04841	flunarizine	C1704436	peripheral artery disease (PAD)
	fluocinolone-acetonide	C0036508	seborrheic dermatitis
	fluphenazine-decanoate	C0036341	schizophrenia
	flurbiprofen-(S)-(+)	C0003873	rheumatoid arthritis
	flurbiprofen-(S)-(+)	C0029408	osteoarthritis
DB04106	fotemustine	C0025202	melanoma
	ftorafur	C1527249	colorectal cancer
DB12831	gabexate	C0030305	pancreatitis
	gentamycin	C0025289	meningitis
	gentamycin	C0032285	pneumonia
DB11619	gestrinone	C0014175	endometriosis
DB12836	grapiprant	C0029408	osteoarthritis
DB04866	halofuginone	C0011644	scleroderma
	haloperidol-decanoate	C0036341	schizophrenia
DB11181	homatropine	C0026961	Mydriasis
	hyaluronic-acid	C0029408	osteoarthritis
	hyaluronic-acid	C0282488	interstitial cystitis (IC)
	hydrocortisone-butyrate	C0013595	eczema
	hydrocortisone-phosphate	C0004096	asthma
	hydrocortisone-phosphate	C0027497	nausea
	hydrocortisone-phosphate	C0042963	vomiting
	hydrocortisone-phosphate	C0026764	multiple myeloma
	hydrocortisone-phosphate	C0011616	contact dermatitis
	hydrocortisone-phosphate	C0014335	enteritis
	hydrocortisone-phosphate	C0009319	colitis
	ibuprofen-lysine	C0013274	patent ductus arteriosus (PDA)
DB08955	ibuproxam	C0015967	fever
	icatibant-acetate	C0002994	angioedema
DB12233	iguratimod	C0003873	rheumatoid arthritis
DB11783	imidapril	C0018802	congestive heart failure
DB12545	indobufen	C0040053	thrombosis
	ipragliflozin-l-proline	C0011849	diabetes mellitus
DB00221	isoetharine	C0004096	asthma
DB11757	istradefylline	C0030567	Parkinson's Disease
DB04924	itopride	C0152020	gastroparesis
DB04924	itopride	C0018834	heartburn
DB04924	itopride	C0027497	nausea
DB04924	itopride	C0042963	vomiting
DB04924	itopride	C0003123	anorexia
	L-Arginine	C0018802	congestive heart failure
	L-Arginine	C1956346	coronary artery disease (CAD)
	L-Arginine	C0242350	erectile dysfunction
	L-Arginine	C0021359	infertility
	L-Citrulline	C0242350	erectile dysfunction
DB06202	lasofoxifene	C0029456	osteoporosis
	levocarnitine-propionate	C0031117	peripheral neuropathy
	levocarnitine-propionate	C1142132	carnitine deficiency
DB01403	levomepromazine	C0036341	schizophrenia
DB01403	levomepromazine	C0005586	bipolar disorder
DB01403	levomepromazine	C0027497	nausea
DB01403	levomepromazine	C0917801	Sleeplessness
	maropitant	C0042963	vomiting
DB12554	mebeverine	C0022104	irritable bowel syndrome
	megestrol-acetate	C0003123	anorexia
	megestrol-acetate	C0006625	cachexia
	meldonium	C1956346	coronary artery disease (CAD)
	melevodopa	C0030567	Parkinson's Disease
DB00532	mephenytoin	C0036572	seizures
DB00463	metharbital	C0014544	epilepsy
	methylene-blue	C0025637	methemoglobinemia
	methylprednisolone-aceponate	C0001627	congenital adrenal hyperplasia
	methylprednisolone-aceponate	C0040147	thyroiditis
	methylprednisolone-aceponate	C0020437	hypercalcemia
	methylprednisolone-aceponate	C0003873	rheumatoid arthritis
	methylprednisolone-aceponate	C0004096	asthma
	methylprednisolone-aceponate	C0009324	ulcerative colitis
	methylprednisolone-aceponate	C0014335	enteritis
	methylprednisolone-aceponate	C0029408	osteoarthritis
	methylprednisolone-aceponate	C0033860	psoriasis
	methylprednisolone-aceponate	C0026769	multiple sclerosis
	methylprednisolone-aceponate	C0002871	anemia
	minodronic-acid	C0029456	osteoporosis
DB11792	mirodenafil	C0242350	erectile dysfunction
DB12523	mizolastine	C0042109	urticaria
	mofezolac	C0003873	rheumatoid arthritis
	mofezolac	C0029456	osteoporosis
DB09282	molsidomine	C1956346	coronary artery disease (CAD)
DB11675	mosapride	C0017168	gastroesophageal reflux disease (GERD)
DB11675	mosapride	C0022104	irritable bowel syndrome
	mozavaptan	C0020625	hyponatremia
DB06230	nalmefene	C0235063	respiratory depression
DB13169	nandrolone	C0002871	anemia
	nemonapride	C0036341	schizophrenia
	neridronic-acid	C0029434	brittle bone disease
DB11324	nonivamide	C0003873	rheumatoid arthritis
DB11324	nonivamide	C0231528	muscle pain
	olprinone	C0018802	congestive heart failure
	omeprazole-magnesium	C0017168	gastroesophageal reflux disease (GERD)
""	omeprazole-magnesium	C0018834	heartburn
DB13500	otilonium	C0022104	irritable bowel syndrome
DB12017	ozagrel	C0038454	stroke
	penfluridol	C0036341	schizophrenia
DB01074	perhexiline	C0002962	angina pectoris
DB11071	phenyl-salicylate	C0282488	interstitial cystitis (IC)
	phosphatidylcholine	C0013595	eczema
	picotamide	C0040053	thrombosis
	pimobendan	C0018802	congestive heart failure
DB09090	pinaverium	C0022104	irritable bowel syndrome
DB09286	pipamperone	C0036341	schizophrenia
	pipenzolate	C0037763	spasms
	piperidolate	C0037763	spasms
DB02925	piretanide	C0013604	edema
DB04951	pirfenidone	C1800706	idiopathic pulmonary fibrosis (IPF)
DB12478	piribedil	C0030567	Parkinson's Disease
DB12478	piribedil	C0012833	dizziness
DB06193	pixantrone	C0024305	non-Hodgkin lymphoma (NHL)
	pralidoxime-chloride	C0235063	respiratory depression
	prednisolone-acetate	C0009763	conjunctivitis
	prednisolone-acetate	C0035854	rosacea
	prednisolone-sodium-phosphate	C0004096	asthma
	prednisolone-sodium-phosphate	C0011616	contact dermatitis
	prednisolone-sodium-phosphate	C0020437	hypercalcemia
	prednisolone-sodium-phosphate	C0040147	thyroiditis
	prednisolone-sodium-phosphate	C0001627	congenital adrenal hyperplasia
	prednisolone-sodium-phosphate	C0026769	multiple sclerosis
	prednisolone-sodium-phosphate	C0009324	ulcerative colitis
	prednisolone-sodium-phosphate	C0014335	enteritis
	prednisolone-sodium-phosphate	C0032285	pneumonia
	prednisolone-sodium-phosphate	C0025289	meningitis
	prednisolone-sodium-phosphate	C0003872	psoriatic arthritis
	prednisolone-sodium-phosphate	C0003873	rheumatoid arthritis
DB09288	propacetamol	C0015967	fever
DB06479	propentofylline	C0038454	stroke
DB12278	propiverine	C0042024	urinary incontinence
	psoralen	C0033860	psoriasis
	psoralen	C0013595	eczema
	psoralen	C0042900	vitiligo
DB04216	quercetin	C0015672	fatigue
DB04216	quercetin	C0013144	drowsiness
DB09097	quinagolide	C0020514	hyperprolactinemia
	quinaprilat	C0002994	angioedema
	r(-)-apomorphine	C0030567	Parkinson's Disease
DB11696	racecadotril	C0011991	diarrhea
DB13036	ramatroban	C1956346	coronary artery disease (CAD)
DB13036	ramatroban	C0004096	asthma
DB11656	rebamipide	C0017152	gastritis
